content,score,at
Tolong dong pihak FB jangan asal mengunci akun orang demi menjaga keamanan Akun nya.. bos. .itu sangat tidak sopan akun itu kan milik saya...jadi kenapa FB dengan sembarangan mengunci akun saya...itu sangat tidak sopan bos....semua perintah pengaktifan atas panduan pihak FB sudah saya laksanakan tapi hasilnya tetap terkunci dan tidak ada hasil....,1,2022-02-25 15:12:58
"FB skarang susah dikit""kena sesi kalo gak kena kunci Udah kehilangan 2 akun gua gara""di kunci,udah mahal lagi gw beli akun,parah sih pihak FB",1,2022-02-25 14:21:28
"Saya merasakan amat kecewa karena akun saya yg sudah lama saya jaga akhirnya tidak bisa di buka lagi, karena adanya faktor verifikasi 2 langkah, sedangkan saya sudah mengikuti aturan langkah-langkah yang ada namun hasilnya nihil Saya amat kecewa dengan sistem Facebook saat ini!!! Saya hanya takut banyak oknum yang mengambil alih akun saya untuk hal-hal yang tidak baik.. Semoga ada respon baiknya☺",1,2022-02-25 14:09:16
Tolong info nya Facebook saya tiba tiba tidak bisa login. Terus ada pemberitahuannya. Mohon maaf saat ini kami mengalami masalah dalam menyiapkan kan Facebook di indonesia. Anda bisa mencoba lagi atau gunakan facebook dalam bahasa Inggris(AS) untuk saat ini. Tolong info nya,1,2022-02-25 13:33:51
Saya sebagai anggota Facebook sangat suka mengikuti. Acara teribun berita terbaru dari mana saja itu lah ulasan saya,5,2022-02-25 12:33:21
"Tolong dong min tambahin lagi pengaturan nya. Cara menonaktifkan kolom komentar, perasaan kemaren2 bisa ko sekarang ga bisa lagi?",4,2022-02-25 12:10:04
Tolong dong facebook saya jgn d kunci sembarangan. Facebook saya itu terhubung dgn facebook kantor. Bagaimana saya mau memuat berita kalau facebook saya d kunci. Mohon perhatiannya,2,2022-02-25 10:07:16
"Ko akun Facebook kebanyakan dihack ya, adik saya sudah 2 kali kena hack lo. Padahal dia ga pernah mosting konten² sensitif. Mohon pihak Facebook tanggungjawabnya dan perhatiannya. Merugikan ini!",1,2022-02-25 06:57:24
"Hai admin facebook jangan kurang ajar..kalo saya membikin setatus atau brcomen di setatus teman/keluarga saya & kalo setatus saya itu ada sedikit kata yg tidak bagus lalu FB saya di blokir selam 1-bulan...kalo memberikan laporan sex porno,video sex & menyebearkan/penjualan barang"" sex yg keterlaluan di boleh-bolehin saja & admin membikin anak"" yg berumur (17-)tahn gila",1,2022-02-25 06:28:59
"Harab pihak fb , tolong di perhatikan itu yg menjual barang di marketplace banyak produk dewasa no sensor kelihatan alat kelamin",5,2022-02-25 05:32:47
"Woiii tolol anjingg....biadab rezim zaman sekarang..segitunya benci sama para habaib..saya cuman ngoment post teman saya(sudah datang belum habib baharnya?),dan itu waktunya bulan Desember kemarin tgl 5,kok sekarang tiba2 kena hukuman, 1 bulan lagi.gara2 komentar gituan.?ga habis pikir lagi,sampai segitunya kalian memusuhi dzuriyah nabi.😡",1,2022-02-25 05:21:35
"Yang saya gak faham di fb,kenapa system keamanannya gak jelas banget ?.....perasaan saya gak upload foto/video yg di larang,dan blm pernah mengucapkan kata² kotor dan sejenisnya....eeeh tiba² di bekukan 24 hari,tidak bisa komen,like atau merespond orang lain. Tapi yg upload pornograpi masih banyak muncul di fb,dan gak kena masalah...apa mungkin systemnya di cocok ya,,...kayak pak hakim aza di cocok..gkgkgkgk",3,2022-02-25 04:56:07
"Tolonglah Account Facebook saya diretas nama accountku di ubah dan di keluarkan dari account saya sudah mengirim formulir untuk pemulihan, tapi salalu tidak diterima padahal di formulir nama saya tercantum jelas tapi gagal hanya karena nama account beda sama yang di formulir, aku membuat account Facebook menggunakan gmail yang jelas tercantum nama saya dan alamat gmail saya, tolong tingkatkan keamanan Facebook",1,2022-02-25 04:00:38
"Udah engk tau, bug nya banyak banget. Audio dari video/story yg udah engk diputer tpi ttp ada audionya. Loading yg gk kelar kelar walaupun jaringan aman dan stabil, tempat pencarian di parketplace & video yg tiba tiba hilang. Udh gk tau lagi apa bug nya, pokok nya banyak. Apk engk rekomendasi sama sekali,",1,2022-02-25 03:40:34
"Isi iklan berandanya alat kontrasepsi / mainan dewasa, sangat tidak mendidik... Mohon di sortir untuk bagian iklannya, karna kalo lagi scroll di tempat umum dan tiba tiba muncul iklan itu, sangat tidak sopan sekali...",1,2022-02-25 02:22:41
"Saya sudah memasukan kata sandi dengan benar namun ada tampilan "" kata sandi salah "" terus saya masukan lagi kata sandi yang sama itu dan bisa login , aneh sekali kadang salah kadang benar kata sandi nya padahal saya memasukan kata sandi yang sama tolong pihak Facebook menangani nya",1,2022-02-25 01:54:20
"Aplikasi terjelek sepanjang masa, hello baru daftar langsung dinonaktifkan dengan alasan bla2 ? Mana pake no hp lagi sebel",1,2022-02-24 21:33:14
"Tolong pihak Facebook ini akun saya kenapa tidak bisa dipulihkan setiap make email atau no handphone tidak kebaca dan saat saya bikin aku baru menggunakan aku akun dan no handphone yang sama seperti akun Facebook saya yg tidak bisa di pulih kan. Selain itu saat bikin aku baru menggunakan akun dan no handphone yang sama muncul notif ""the action attempted has been deemed abusive or is otherwise disallowed"". Tolong pihak facebook",4,2022-02-24 20:30:36
Tiap cari di pencarian baik di Vidio ataupun cari nama orang selalu tidak ditemukan Ini kenapa ya? Udah di perbarui,1,2022-02-24 18:13:24
"Tadi saya update kan trus kenapa arsip saya bisa hilang tolong pihak facebook penjelasannya , kalo tau hilang ga akan saya update",1,2022-02-24 17:15:43
"Kenapa posting an yg Lumrah di anggap kekerasan, Padahal emang kekerasan pihak Lain , Supaya Orang Muslim Tau , Bahwasanya emang India dengan sengaja membantai umat Islam, tapi kenapa ko malah akun aku di batasi , padahal itu suatu yg sangat perlu orang tau , bahasanya India emang sangat lah brutal , supaya orang tau, eh malah gara"" komen seperti itu akunku langsung di batasi 🤔",3,2022-02-24 17:14:13
Halo developer saya sangat setia kepada Facebook tapi semakin lama Facebook banyak bug nya saya kecewa dengan Facebook mohon di perbaiki lagi🙏🙏🙏,1,2022-02-24 16:34:01
Tolong lah d pantau sekarang d menu marketplace ad jual beli yg mengarah pada alat kelamin laki2 dan wanita ... Itu sangat buruk jika terlihat olh anak d bawah umur ... Mohon kerjasamanya untuk d tindak lanjut terima kasih ...,1,2022-02-24 14:39:37
Bintang 2 aja deh karena habis ganti akun FB gx bisa dibuka harus nunggu dulu baru bisa klo mau dibuka keluar dibuka keluar,2,2022-02-24 14:06:10
"PEMBARUAN TERUS MENERUS GAK ADA PERUBAHANNYA SAMA SEKALI🥵,,Mau berkembang bagaimana coba semua orang pasti akan sadar lama kelamaan kalau hal ini tidak lekas di tindak lanjutin... buat apa coba belum 1 minggu pembaruan dengan jumlah mega bite yang besar2 begitu buat DRAMA kah? setiap update tidak pernah ada notifikasi apa yang di perbarui dan tujuannya buat apa🥵Fix drama🤭",1,2022-02-24 13:56:50
"Tolong untuk keamanan di marketplace facebook di tingkatkan lagi. Dan untuk mencari semua penipuan yang terjadi di facebook. Karena facebook sekarng terkenal sebagai aplikasi yang paling banyak penipu. Bila perlu di bikin keamanan data pribadi, berupa ktp,untuk setiap orang yang baru mendaftar di facebook. Pihak facebook, Ini sangat penting. Jangan sampai ada yang di rugikan di facebook. Terimakasih.",1,2022-02-24 13:53:26
"Semenjak gabung meta, fb nya susah d buka, saya harus restart ulang hp, baru bisa buka fb lagi. Jaman canggih bukan mempermudah tapi malah mempersulit.",1,2022-02-24 12:07:17
"Wahhhhh😱 aplikasi ini keren banget,apk ini mirip dengan apk Instagram,keren sih apk ini pokoknya,yaa walaupun saya gak mendukung dan gak cocok punya apk Instagram setidaknya saya masih bisa pake apk ini 👍👍👍",5,2022-02-24 11:27:53
"meme fresh yah cuma ada di facebook, aku bisa menemukan banyak drama yang enak digoreng kaya drama vtuber salah satunya, ada banyak koboy sama white knight",5,2022-02-24 11:25:40
Tolong dong tim facebook untuk menghapus akun lama saya yang sudah lama tidak saya pake lagi. Nanti saya tambah 2 bintang lagi,3,2022-02-24 10:16:10
"Dikit"" kena block apa ini aplikasi gk JELAS beberapa kali buat akun di block ""memastikan bahwa anda adalah manusia"" emng hewan bisa main sosmed?LUCU AJJG",1,2022-02-24 07:24:57
"Gimanasih mau masuk akun ada kesalahan trus , buat akun baru juga Mohon dong fb di perbaiki Dh berapa lama saya tunggu tetap saja ada kesalahan masuk",1,2022-02-24 07:05:42
"Fix, ana enggak ingat kata sandi, sesudah dikirim kode untuk mereset kata sandi, tidak ada pesan yg masuk di hp ana, sudah berapa kali ana lakukan tetap aja enggak ada satupun yg masuk! Tolong tanggapannya!",2,2022-02-24 06:53:09
Mengapa akun saya tiba-tiba di kunci.. Min 😭 Facebook sya pake nomor yg suda lama mati.. Terus mau minta kode konfirnya.. Nomor nya uda gak di pake trus akun saya gimna?? 😭😭😭😭😭,5,2022-02-24 06:48:15
"Kecewa sama Facebook udah kirim data diri KTP, kok gak bisa akses ke akun sendiri. Giliran ada yg niru akun saya saya minta di block, eh malah gak di block heran",1,2022-02-24 06:18:54
Yang terhormat facebook toddd Orang mau jualan barang saja Facebook di banned terus sudah verifikasi muka masih juga di banned Orang mau cari rezeki di banned trs bab1 Padahal cuman² post hp... Tholll laah,1,2022-02-24 04:38:56
"Kenapa ya saya minta kode verifikasi lama banget, bolak balik saya buka SMS dan Gmail namun tak kunjung datang,",1,2022-02-24 03:14:39
BAGUS KOK...!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! untuk kalian yg scroll semoga sehat selalu😁🙏,5,2022-02-24 02:36:28
"Sekarang facebook gak asik lg .. dikit dikit dibatasi , dikit dikit dblokir .. bahkan akun baru bikin langsung kena batasan .. hapus aja neh aplikasi facebook , gak berguna sama sekali",1,2022-02-24 02:10:53
"Fb, sangat membantu dlm menjalin hubungan sosial pengguna dimanapun dan kapanpun n realtime. Bahkan untuk urusan bisnis sekalipun, sangatlah mantap. Pokoknya ssiplah buat FB. Sarannya ; mohon diti gkatkan keamanan data para usernya..., thanks.",5,2022-02-23 22:28:13
Apk.nya gak bagus masa iya akun.ku di hapus .. sebenarnya itu boleh di pake gak kalok gak boleh jangan di bikin lah .buat pihak Facebook mohon sekali pulihkan akun Facebook saya yang lama karna yang lama sudah banyak teman dan keluarga..aku pulihkan akun saya 🙏🙏🙏..,1,2022-02-23 21:58:18
Bingung sama fb padahal mau buka akun sendiri dipersulit.. ada gmail kenapa harus verifikasi pake no hp mana udah ganti nomer payah bener memang fb sekarang👎👎👎,1,2022-02-23 20:02:36
"Sangat amat kecewa sama fb sekarang, terlalu rumit dan banyak aturan, udah ganti pass malah logout dan balik lagi minta verifikasi terus. Gajelas!",1,2022-02-23 18:28:08
Game bagus!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!tanya aja pak haji kalok gak percaya!!!!!!!!!!!!!!!!!! Udah dibilang game bagus ngapain liat kebawah?,2,2022-02-23 17:19:43
"Facebook benar-benar mengecewakan,Akun saya dijadikan Akun Mengenang oleh orang yang tidak saya kenal.Seharusnya Facebook sebelum menjadikan Akun seseorang menjadi akun Mengenang konfirmasi dulu terhadap Akun tersebut.Sudah beberapa kali melapor tak ada sedikit pun respon dari Facebook.Kalau begini caranya Facebook sama saja telah Memberikan Informasi Palsu ataupun HOAX terhadap orang-orang dan ini jelas telah Melanggar.",1,2022-02-23 14:35:21
gua kasih bntang 1 ..krna tiap bikin akun baru .sllu harus no baru ..dhp tuh cm 2 kartu /2 no hp saraf nih adminya pntasan ni fb kurang laku ..dasar smpah ..malah yg dmunculin akun2 yg g kpake yg udh dhspus ..fb rongsokan,1,2022-02-23 14:00:37
"aplikasi aneh, gabisa di buka, malah di blg melanggar komunitas, katanya ngirim foto anak kecil telanjang, pdhl make Facebook untuk game aja, aneh!!!",1,2022-02-23 13:18:25
"Makin hari makin gak jelas facebook gara gara standart komunitas yg too l0l, masak nggak ngapa ngapain akun di blokir, percayalah kalau ini emang berlanjut terus bakal jadi apk mati, gua sangat kecewa dengan adanya meta ini, padahal facebook tempat saya bersosialiasi sama temen malah jadi gini, emang gk jelas",1,2022-02-23 13:09:42
Akun sy dri thn 2010..sdh jarang posting..padahal sy pakek fb cumak utk game dan liat marketplace..tau2 dinon aktifkan..aneh..uninstal aja klo memang ruwet..app taikkkkkk...!!!!!!!,1,2022-02-23 11:39:46
"Sering terganggu selalu di arahin menggunakan Facebook gratis otomatos, padahal kuota masih banyak. Setiap mau menggunakan data malah di arahin beli kuota lagi. Ujungnya close apk dulu baru lancar lagi.",5,2022-02-23 11:10:36
"parah bgt, gua cm mau dagang aja segala dicap menlanggar komunitas, pdhl yg gua jual bkn barang aneh atau vulgar anjir, noh pembesar mr.P ga dicap kena pelanggaran kok gua kena??? hello facebook gaadil bgt sumpah. SHIBALLLLL",1,2022-02-23 10:56:00
"Kenapa setiap ada notifikasi (seperti A menyebut anda dalam komentarnya) malah ke buka postingannya, bukan ke komentarnya, sulit jika harus cari satu persatu, tidak masalah bila postingan minim komentar, tapi jika sampai ribuan dan cepat bertambah komentarnya, bagaimana solusinya? Hal ini cukup memakan waktu dan merepotkan.",4,2022-02-23 10:37:40
"Aplikasi tolol, yang lain upload foto video yang kurang pantas di ACC, giliran gua cuma upload foto yang gak senonoh di blokir",1,2022-02-23 10:32:14
"Semakin Jelek Facebook,,, Akun Terkunci minta foto KTP, SIM dll,,, sudah di kirim tapi tetap tidak bisa login,, email blasan hanya tidak bisa memverivikasi kartu identitas... Padahal sudah sesuai dengan yang di Minta,, Sekarang Facebook menyusahkan sekali.",1,2022-02-23 08:49:04
"Mau ganti nama aja susah, padahan udah selesai ganti nama pas selesai masukin sandi malah ngelag katanya tidak ada koneksi internet, padahal gw baru peli kuita kemaren!! Kecewa berat ama facebook, mohon di pertanggung jawabkan ya",5,2022-02-23 08:23:47
"suka FORCE CLOSE, iya gw tau hp gw potato.. tapi seenggaknya ga separah itu lah anjng, masa main 30 menitan ngelagnya ga ngotak ampe FC berkali""",5,2022-02-23 03:30:11
"Yang saya bingung ,dulu bisa mengganti nomer wa di fb marketplace, sekarang saya cari dipengaturan fb maupun marketplace buat ganti nomer wa kok nggak berubah nomernya, jengkel, kesel...rasanya pengin buang ini aplikasi.",1,2022-02-23 01:04:38
"Karena Pembaruan FB yang menjadi Meta Pada saat akun gw keluar, terus mau masuk lagi, malah muncul coba lagi! Email + Sandi 💯 Benar Tapi G2 Terus Dari Bulan Ke Bulan, Pake Aplikasi Bantuan App Clon, Bisa, Sedangkan Pake Apk FB nya sendiri malah nihil :v",1,2022-02-22 22:46:25
"Sangat membantu ,,,,,,bisa bertemu teman2 lama nggak jumpa,pokoknya hebat Facebook,,,,, wassallam.",5,2022-02-22 22:44:05
"pagi² buka facebook eh gk bisa, udh berkali² log in password salah katany.. ternyata akun sy diretas, semua video, foto, data sy hilang.. sedih bgt dst bnyk kenangan foto² nikahan sy, keluarga, & foto anak² sy masih bayi, 1 pun tdk ad tersisa.. Setelah sy buat akun yg baru, rupanya ad lagi kendalany gk bisa liat story teman.. sumpah GEDEG sy..",1,2022-02-22 16:35:01
"Marketplace isinya pornografi, jual barang2 sex, online sex, setiap laporan krn ada yg melanggar aturan tapi dianggap tidak melanggar, dgn alasan teknologi fb, teknologi yg mana, teknologi auto, atau fb indonesia takut sama pihak2 tertentu...",1,2022-02-22 16:24:14
"Jika ingin barangmu laku, yang berbau bokep2 jangan di batasi jikaitu masih sesama manusia, dan hal2 kekerasan sperti pembunuhan dan kejahatan2 lainnya baru kamu sensor karena yakinlah 80% pengguna FB ini adalah anak2 muda y masih puber dan doyan xxx jadi biarkan mereka berkembang jangan kamu batasi biar LAKU,. ,tapi ingat jauhkan dari kekerasan dll dsb,..",5,2022-02-22 16:10:43
Fauzan tega banget lu selingkuh di Facebook. Gk punya hati bangett jdi orang. Ini Facebook bukan buat cari tmn tpi buat cari selingkuh anjirr.. Tutup aja nih Facebook anjirr bodoamat klo meta yg lihat ini titip salam buat istri mu semoga gk selingkuh. Huhh..,5,2022-02-22 15:05:55
"Hallo buat pihak fecebook, tolong buat pihak Facebook untuk lebih meningkatkan keamanan data dan peribadi kami, akun Facebook saya yang ada foto foto kenangan saya telah di ambil oleh orang, dan saya meminta bantuan dari pihak Facebook untuk membantu mengembalikan akun saya",1,2022-02-22 14:03:24
"Team Facebook yang terhormat . Akun Facebook tiba tiba tidak bisa masuk,dan email saya tidak di temukan. Mohon bantuan nya,..terima kasih",5,2022-02-22 13:53:09
Tolong pihak facebook foto iklan obat kaut di hapus atau apa karna meresakan termasuk buat anak. Pasti ngerti lah maksudnya.,1,2022-02-22 13:43:11
"Satu bintang dulu kenapa ya akhir akhir ini Facebook ngak jelas akun saya dinontan tikan terus saya coba masukin tanda pengenal seperti ktp, dll tetap aja ngak bisa masuk mslahan kata sandi saya benar tolong untuk pihak Facebook agar memperbaiki kualitas nya lagi karna saya merasa di rugikan oleh apk buatan marck Zuckerberg itu aja salam dari Bontojai, sulsel.",1,2022-02-22 13:18:11
Kenapa fb saya di blokir ...padahal komen saya tdk melanggar standard komunikasi..saya sudah hapus fb ini tapi kok masih muncul??,1,2022-02-22 12:33:58
"Tolong kpd pihak Facebook, cara anda meningkatkan keamanan akun bukan selalu asal blokir atau mengunci akun saja. Saya baru membuat Facebook untuk berjualan, tiba-tiba akun saya dinonaktifkan dgn alasan meragukan saya adh manusia betulan atau bukan. Lalu, saya membuka akun Facebook yg lama, bersyukur nomor di akun tsb masih aktif. Tetapi ketika saya mencoba log in ternyata akun tsb sudah dikunci, kemudian saya harus melakukan autentikasi keamanan tapi selalu loading lama pdhl cara sudah benar!!",1,2022-02-22 12:32:15
Ini aplikasi Kenapa sih tiba-tiba gua keluar dari akun sendiri terus pas masuk lagi gk bisa udah makin di-upgrade makin gak jelas nih FACEBOOK,1,2022-02-22 11:40:56
"Fb saya di hack, cara balikinnya gmn.. please bantu saya, fb sya sudah lama.. mohon team fb bantu saya",3,2022-02-22 11:21:25
"Pt.bank karyawan kerja data Kantor aturan malam siang Syart no nama , Tmpat tnggal. Sekolah 12 tahun. Peraturan 2021 Saat adanya obat tubuh u disuntik karna penyakit. Ada nya disetiap negara.",5,2022-02-22 11:01:56
"Saya bingung sama sistim keamanan facebook, fb saya dihack orang dan saya minta di blokirkan tapi sudah bermacam macam cara, sampai saya diminta kirim foto ktp tapi tetap saja fb lama saya masih bebas di akses pihak lain. Tapi pas kita post di grub atau yg di anggap menyalahi ""aturan"" Ehh tau2 di blok. Saya bukan pengguna baru, tapi sudah sejak 2009. Dan yg saya sesalkan kenapa kok saya yg jelas2 selfie dgn ktp masih di anggap bukan pemilik fb yg didalamnya tersimpan ratusan foto saya??!!",2,2022-02-22 07:40:50
Parah sekali sekarang facebook 😅. Pake di nonaktipkan segala . Salah dari mana nya smpe di nonaktipkan..,1,2022-02-22 05:19:48
Woiii facebook ku tiba2 salah sandi terus padahal gak pernah ganti sandi woi yg bener lah fb rugi besar aku banyak akun game ku yg terkait tiba2 gak bisa di buka ini gila sih ni fb klo gak di dengerin,1,2022-02-22 05:09:03
"Tidak ada tampilan icon vidio watch, sudah distro tetep aja gak bisa. bagaimana caranya biar bisa ada vidio watch nya? 👎",1,2022-02-22 03:35:41
"kpd admin fb tolong jgn di non aktif fb ku,nih akun dr 2010 smpe skrg malah di non aktif udh tuh ngirim kode nya emailnya beda ,mau gmn nih akungw?",1,2022-02-22 03:25:08
"Baru beli hp pas tanggal 12/Februari/2022 dan saya masuk fb nya, kok akun nya nyangkut punya orang lain sih🙁, lawak lu fesbuk!😤",4,2022-02-21 19:54:10
"Sy kasih bintang 5 utk pihak fb yg ingin membuat penggemarnya merasa puas memakai layanan apl ini, walo sejujurnya sy sangat2 kecewa sekali..Krn sdh lama bgt sy memakai apl ini & selama ini tdk pernah ada mslh kalo mau masuk akun sy lg walo lama gk aktif atau lg off, tp stlh pembaharuan apl ini entah knp kok sy gk bs masuk..katanya sih kata sandinya slh pdhl kata sandinya dah 100% bener. Please dong pihak fb ijinkan sy utk bs masuk ke akun sy lg agar sy bs atensi & bertemu dgn teman2 lg, mksh.",5,2022-02-21 18:36:23
Assalamu'alaikum pihak Facebook tolong saya mau masuk ke akun Facebook saya harus mengunakan kode login saya menyesal telah menggunakan aplikasi Facebook kenapa sih seluruh data data penting di akun Facebook saya bagaimana pihak Facebook 😡😡😡,1,2022-02-21 17:57:44
"Permisi Yth. Facebook Mohon maaf karena belum dapat memberikan bintang 5. Sebelumnya, saya mengalami bug berupa terputarnya suara video yang sudah tidak ditonton (hal ini juga terjadi pada fitur musik pada cerita/story). Bug ini tidak jarang terjadi dan terkadang masih muncul hingga kini. Adakalanya Facebook juga mengalami bug pada fitur watch/menonton video, yaitu fitur ini menjadi bertumpuk pada satu waktu. Dimohon kepada Facebook untuk memperbaiki kedua bug ini. Terima Kasih.🔥🔥",4,2022-02-21 16:25:05
"Coba menejemen facebook, mode gratis nya di tingkatkan mode gratis videocall di aktifkan, Agar kami orang susah tidak kebingunan mencari uang beli pulsa data . Dimusim pandemic covid19 memudahkan dalam berkomunikasi keluarga atau kerabat yg jauh. Semoga aspirasi ini, bisa di terima oleh menejemen facebook. Telkomsel GRATIS",1,2022-02-21 15:15:25
Masa aku ngejokes. Untuk aku ga suka lelaki. Karna memang saya sendiri laki2. Malah akun dibatasi 2 hari. Kemarin2 juga komen biasa aja dibatasi 1hari. Ini tim yang milih2 report an facebook gimana sih,1,2022-02-21 13:54:58
Skrng facebook terlalu keras untuk membatasi akun. Padahal kita cuman bercanda sama kawan streming. Liat aja yg live pakai baju sexi kadang cuman pakai bra gag pernah di batasi. Facebook skrng kayak nya milih milih mana yg mau di batasi.,1,2022-02-21 12:43:36
Kenapa saya gk bisa masukin kata sadi fb di hp lama padahal sandi nya benar dibilang salah saya di suruh mendaftarkan alamat gmail padahal saya sudah membuat akun ini dari konter hp sendiri tolong pihak develover di perbaiki terimakasih?,2,2022-02-21 12:14:23
"Jelek banget Ngeban orang Gajelas,bugnya terbilang banyak untuk APK yang udah berjalan bertahun tahun,bingkai foto juga dulu bagus bagus sekarang pada ngilang entah kemana terus disearch juga ga ada Pantes banyak yang pindah platfrom,orang FB makin hari makin Gajelas",1,2022-02-21 12:01:35
Mohon maaf sebelumnya ya sya cuma mau bilang...tolong kepada pihak Facebook ini ya.....di mohon untuk tidak senonoh melakukan pembatasan akun orang lain........karna ini Uda kelewatan sekali menurut saya dan ini bukan pertama kalinya akun Facebook saya di batasi trus.........sya setiap hari liat orang posting hal tdk patut di contoh........masa cuma gara gara salah komen doang akun di batasi gtu ajh...........Tolong lah ya kepada pihak Facebook.....dan maaf saya tdk memberikan bintang satu pun🙏,1,2022-02-21 11:31:26
"Kenapa FB sekarang gak bisa liat live orang jualan atau live striming temen di FB ,tolong pihak FB ,aplikasih FB sayah di benerin ,kalau gini trus lama2 FB ditigalin peminatnya ,sekian trimah kasih tolong di baca keluhan sayah",1,2022-02-21 10:09:48
Aplikasi apa ini. Sudah berulang ulang daftar akun Facebook semua nya Selalu di nonaktifkan. Sangat kecewa,1,2022-02-21 08:50:26
"Facebook saya di retas, dan foto profil dan info di akun saya semua dihapus, saya sudah verifikasi kartu tanda penduduk dan lain2 tetep tidak masuk, terkendala generator kode, tolong segera pulihkan akun facebook saya",1,2022-02-21 07:17:05
"Woy meta taii knp skrng mau login fb harus ada persetujuan buat login, no HP gua udah ganti yg di fb masih No HP yg lama gmn mau ngedapetin code lewat SMS nya",1,2022-02-21 02:09:22
BAGUS KOK!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!UDH DIBILANGIN BAGUS,5,2022-02-20 20:24:20
Woy balikin facebook yang di ganti email sama nomornya gimana ? Udah verifikasi ktp di tolak sim di tolak.. Padahal balikin ke email awal buat. Udah pergantian nomor handphone gak ada verifikasi ganti email juga gak ada notifikasi.,1,2022-02-20 16:56:03
Semenjak ganti nama meta engkau jadi cewek. Ngambek tanpa alasan yg jelas. Marketplace tidak dapat dibuka 🤣. Kenapa Marketplace saya di blok? Melanggar apa saya?? Hai Meta...!,1,2022-02-20 16:43:39
"Gw ganti PP sama mau ganti bingkai anime udah gada. Gimana tuh. Sebelum gw update itu masih tersedia bingkai"" anime. Mohon diperbaiki!",1,2022-02-20 15:53:35
"Kepada pihak Facebook,kenapa saya baru membuat akun baru Facebook dan tiba"" di blockir padahal saya cuma nge kaitkan ke akun game saya dan juga gak pernah membuat postingan berbau 18+,gak pernah toxic,dll yang di larang Facebook mohon perbaiki masalah ini terimakasih 🙏",1,2022-02-20 13:40:28
"Ini ada error atau bagaimana saya tidak tahu, tapi kenapa story saya sudah 24jam tidak tersimpan di arsip cerita, padahal saya tidak menghapus story itu, pengaturannya pun aktif (simpan ke arsip) tapi story nya tidak tersimpan di arsip cerita, tolong Facebook untuk memulihkan story saya yg tidak muncul di arsip tersebut, karena itu penting bagi saya!",1,2022-02-20 11:33:06
semua nya damai ketika para koboy mengerang _______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,2,2022-02-20 10:31:20
Tq...sangat membantu dalam menyimpan file foto2... meskipun sudah dihapus digaleri...masih bisa dicari di Google foto...tq bangetttt....🌟🌟🌟,5,2022-02-20 08:22:08
Akun facebook baru saya dinonaktifkan sepihak. Akun tersebut saya buat untuk login game dan tidak ada aktifitas apapun didalamnya. Tolong aktifkan kembali akun kedua saya.,1,2022-02-20 07:36:41
"Sibuk beli aplikasi saingan kaya WA, Instagram, sampe lupa buat ngembangin Facebook, tolong lah bikin server sendiri di setiap negara biar koneksi lancar.. udah gitu grup banyak yang kena hack namanya jadi judi online/togel sebelum nya grup jual beli/info loker.. kenapa ga di banned aja frasa/kata JUDI/TOGEL di Facebook",3,2022-02-20 06:32:20
Aplikasi dengan sistem pengamanan paling lemah dan paling susah untuk pemilik akun mengembalikan akunnya yg lupa sandi jika nomor telepon dan email telah hilang akses. Pikirkan klien kalian di akun facebook banyak ter bind akun akun lain. Hanya gara gara facebook harus kehilangan seluruh akun game.,1,2022-02-20 04:11:14
"Gk jelas ! Kata sandi dah bener ,tapi katanya""masukan kata sandi yang valid"" mau mindah akun aja susah bngt! Nunggu kode verifikasi email/pesan lamanya kebangetan!",2,2022-02-20 02:59:58
